,video_Id,comments
449,d6c6uIyieoo,"['Me just multiplying both RHS and LHS with 0 and proving them how they are equal.', '""so if I put 6 + 9i...""\nwell, we know what you mean', 'Sexy Russian Noel Gallagher is awesome.  Love his passion.', '1M solve this.', 'Lâu lắm rồi mới được nghe lại bài này. Hay lắm ạ 😘', '101 cubed plus 100 cubed equals 676767 cubed, a whole number Fermat was wrong', 'This is definitely the best Numberphile video. Mathematics is beautiful but the way in which maths is taught in classrooms around the world makes it boring and disinteresting. Thanks to videos like these , channels like Numberphile and applications like Mathematicia, Wolfram Alpha and Matlab, learning maths becomes exciting.', ""These guys should run an antique shop so they don't waste all that nice brown paper"", 'HERSTORY STARTS...', ""I was searching Google for long to at least understand what is the purpose of Riemann function. Now it's easy. Damn this person.""]"
450,OAss481FfAQ,"[""Reminds me a lot of Maths Gear's utilities puzzle mug that 3 Brown 1 Blue popularised."", 'I play this with 3-pointed vertices, which breaks the trick and can be won by strategy.', '2!=2 !', 'This is not the sprout created by J Conway.  Sprouts are made with dots and not slashs. Maximum three line can pass by one dor and not four. Sou what you are doing is not Sprout. Who is Brussls?', 'This version has different rules to Conway and Paterson’s original “Sprouts”, weird that they don’t talk about it other than mentioning Conway in the description.', 'Moral of the story: NEVER EVER agree to play any game a mathematician proposes you to.', ""Brussels sprouts, the worst 'game' in existence."", 'But why is it called brusselsprouts???', 'Thumbnail looks like maguire meme right?', 'What does 2 mean two D. 2^(2+1)']"
451,R9Plq-D1gEk,"[""Conway: It's finished\nSmooth Life: Hold my beer"", 'May he Rest In Peace.', 'when you zoom in, doesn\'t the cell\'s movement kinda like how ""String theory"" describe the movement of strings. Just saying, anyone?', 'So if a 3 isolated itself At a corner beyond, would it  live forever', 'Goodbye man, you were a true genius. May your soul rest in math heaven.', '4:01 Well I also have some coffee times.... but maybe something different between him', 'whats the one thing he would like to know before he dies?', ""Well, that's a really annoying ending to the video. Was that supposed to be a joke cutting it off there?"", '11:00 ""The one thing that I\'d really like to know before I die is..."" [video ends]', '11:02 whats the one thing he would really like to know?']"
452,E8kUJL04ELA,"['when you zoom in, doesn\'t the cell\'s movement kinda like how ""String theory"" describe the movement of strings. Just saying, anyone?', 'this poor guy', 'i would like a simulation of cells of two types\n1. Villagers\n2. Witchs\nRules:\n1: Bring supplies\n2. If someone is following you by themselves go towards groups of 4 or more\n3: Move in groups of 3 or more\n4: Vote for someone suspicious to be executed', 'The Game of Life simulates a world in which it requires 3 organisms to breed, thus 3-ways are the norm.', ""Legend has it Conway's ghost is busy working on the Game of Death."", 'Nostalgia for 2020 summer, reading Wikipedia page and GOLAD', 'Rest in peace. 793rd.', 'Such nice videos! A link to the game of life tool they used, would have been great too!', 'the man, the myth, the legend...we will never forget', 'You could say that Conway himself died of overcrowding :(']"
453,vzV50goW_WM,"['Master HK MLM ini master', ""Studying the history of mathematics is much important than modern one alone, both together,  We should study math history we will never be mathematicians without studying it, Everybody should be a mathematician, and enjoy math, this is everybody's right ✅"", 'Sri  very  thanks', 'How did Briggs do it then..?\n\nUsing log10(x) = logA(x)/logA(10) ?', 'Babbage video please', 'Profesor Please, Teacher please explain how Briggs used euler to equate to base 10 logarithm', 'Naper did more than just basic log tables. He did logs of sines, cosines, secants ,cosecants, haversines and what not, which were used by navigators all over the world.', 'One of my favorite numberphile videos of all time, because I wondered how they did the tables before electronic computing machines.', 'A cliffhanger! These two videos together remind me of Lost... never quite get there!', '❤️']"
454,y8acoaakvPM,"['Coming here after the John hush video is more interesting 😂', 'A lot of this stuff goes over my head, but when he showed the formula that included ""ten times something plus the original number"", I was at least able to reason out that it meant the second digit of a two-digit whole number on the input would be the last digit in the output. Small blessings. Been about twenty years from the last time I was in a math class. Nice to know I haven\'t lost everything.\n\nAnd actually, looking at the way it\'s written one last time, I see now that that\'s... that\'s pretty much the entirety of what that formula means, isn\'t it? On its own, the sole conclusion is that the ""ones"" digit is persistent. That is simply a translation from the thing I said in English (well, from Euler\'s perspective probably either German or French) into math. So I didn\'t really divine anything out of the tea leaves. I just translated a mathematical sentence into English. Which isn\'t _nothing,_ but I guess all I\'ve accomplished here is a basic literacy test.', 'now do tenth root.', 'Did he really just write that 79,235,168 = 38? how sacrilegious.', '0:20 You are saying ""32^5"", which is 33554432. Not what you meant to say, we want ""2"", not ""33554432"". You could have said ""the fifth root"". We can worry about the number ""33554432"" or ""32^5"" another time no?', 'ok, but why is there a deer in his living room', ""Thanks. I finally know the trick to pronouncing Euler's name correctly."", ""I didn't think Sach de la Rocha knew so much about mathematics"", '""Euler\'s Theorem""\nDo you have even the slightest idea how little that narrows it down', 'who is oiler']"
455,HvMSRWTE2mI,"['Iam so angry right now. \nSorry', 'No explanation given on the (p+a) variation of the test.', 'where does the r come from at 2:40 ?', ""You really really don't have the formula for primes ?"", 'IIT Kanpur-India, 3 computer mathematicians ...found this out.', 'How exactly is this any faster than testing for divisibility up to the square root of the number being tested? This should be slower', 'Anyone else notice the hole in his right hand on the thumbnail?', ""But isn't this worse than the naive test? With this test you need to check up to n/2 divisibilities, and in the naive test you need to check up to sqrt(n) divisibilities."", ""I've never thought that the mathematics would be so fascinating. Best greetings from Poland."", ""It doesn't sound like something that would take until 2002 to figure out.""]"
456,jbiaz_aHHUQ,"[""When you've watched so many math videos on youtube you already know what Liar numbers are lol"", 'Am I the only one binge watching Numberphile in 2022 😂😂😂', 'Metele español porque no te entiendo nada', 'Sneaky little numbers', 'I was thinking about it and realized that 561 might not be the first Carmichael number. 1 is not a prime number, and any number raised to the 1 is itself; something minus itself will be 0, and 0 is divisible by every number. So that would make 1 the first Carmichael number. Am I wrong about this? I might be missing something.', ""It's a funny test!!!"", '""If you have a number...""\n\nThen he writes down a letter. \n\nHow does that work?', 'if a number , n , can be factored into a * b * c * ........  then  it is a carmichael number if ( a - 1 ), ( b - 1 ), ( c - 1 ), etc.  divides ( n - 1 )  \n\nso for 561  = 3 * 11 * 17 \n\n( 3 - 1 ) divides ( 561 - 1 )  \n( 11 - 1 ) divides  ( 561 - 1 ) \nand ( 17 - 1 ) divides  ( 561 - 1 )', 'Is there irrational solutions?', ""Carmichael numbers are a non-issue.  If youre using a base 'a' in a Fermat test then you should check for divisibility by 'a' first (if thats step one of any Fermat test then there is no issue).  The carmichael number 561 is divisible by 3.  So even though Fermat test indicates prime for a=2, you would quickly see when you test a=3 that 3 is indeed a factor, and there is no reason to go on to test 3^561 - 3.  And look, there is no reason NOT to check for divisibility by your base 'a'; its a relatively quick computation with the extended Euclidean algorithm, and it doesnt create outrageously large integers like a power function would.  Its obvious that any composite that the Fermat test indicates is prime (whether or not its a carmichael number) is eventually divisible by a prime smaller than it, which completely eradicates the problem of liars.""]"
457,3_VydFQmtZ8,"['thank you captain picard', 'chicken pot einstein pie', 'You can feel the pure joy and excitement in his voice when he said *""MORE CREAM CHEESE""*', '2:30 What kind of cream cheese is this man using?', 'A Mathematician Baker suddenly gets the idea to cut a donut into twelve pieces using this technique and calls it the dozen in one donut.', 'that is one massive belt!', 'I like to play with foods ', 'Great interview and clear animations -- thank you!', 'Got interesting at the end when it quit..', 'Did someone say amateur submarines?!']"
458,Yexc19j3TjE,"['7:55 Columbus discovered another continent.\n\nNative Americans be like, Say what?', 'connect with daylife ...\nbut nobody does this ...\nthey do mathematical physic instead ...\nand this is very wrong ...\nconnection with daylife is true but it does not come from mathematical physics example or simila.', 'I actually love math because for me it is like a puzzle and is pretty fun.', 'Yep... He looks like the math wizard type.', 'This is true.i realised this fact .', ""I think it's because people just aren't interested in it."", ""when you get punished for doing them wrong... who would want to get taught that way...\nnormal teachers have no patience and enough intelligence to teach students.\nwhen the teachers themselves don't even know how maths work, how do they create the right metaphors to make students understand..."", 'The reason I was never interested in math is because some teachers kept telling me to memorize a trick without explaing why that trick matter and where it came from. What is the point of doing such an exercise? And finally the only kind of math that ever made sense is geometry because I could visualize shapes and structure. Geometry is real to me and appliable but algebra is just too abstract.', 'Too many mathematicians are egoists and are unwilling to break with tradition at the cost of personal intellectual/academic pursuit. This interview should have a followup with Paul Lockhart, who left his academic position to teach High school math in New York. It would have been more helpful if he fought in the public schooling system, but the intention was clear to be a change in how mathematics was taught.', 'Schools completely destroyed the reputation of math']"
459,ab_dY3dZFHM,"['What a way to start a math video on chess! ""$#%& all other pieces!""', ""no knight's tour is possible because of the 50 move rule."", 'I treat my knight like a noble steed.', 'I once saw Peter Reveen do a knight’s tour blindfolded back in about 1968.  He had an audience member pick the square for him to start from.  An assistant lit up the squares he went to like Vanna White does on Wheel of Fortune. .  All Reveen had to do was memorize the 64 moves. It doesn’t really matter where you start.', 'thank you for solving my homework CHUMP (but seriously I appreciate these engaging and educational videos)', 'Maybe I missed it but did he show this could be done from the actual place the knight starts from in a chess game?', 'The great chess player George Koltanowski could do the Knight’s Tour blindfolded! He did it also at the age of 90 😮', 'There seems to be a mistake in the board at 3:01, cause not all rows sum to 260. Row 2 sum to 262, and row 3 sum to 258.', 'i found this way and the best we can go from field 64 to field 1 so it is the solution for all fields', 'How does this connect to computer science?']"
460,w-I6XTVZXww,"['yesterday I found the solutions of x^2-1=y. I got both 1 and -1, so I just wrote 0.', 'Okay, in the proper context this sum can actually be interesting, but the way it is presented by assigning VALUES to DIVERGING SERIES as SOMETHING YOU CAN JUST DO, is SERIOUSLY PISSING ME OFF', ""So I'm just going to take this sum and multiply it by two and then shift it over to the right and do a magic dance with my crystals and that's okay because of physics. \n\nOh and 1-1+1 is a half and don't question me."", ""I don't understand what is happening very well. To me this seems wrong and I have tried my best to figure out why or if it is. On point that I will make is that at the end, s-s2 doesn't seem equivalent to 4s. Instead when I have tested it I have found that as n approaches infinity, s and s-s2 approach each other which seems to say the infinite sum is equal. Perhaps there is another explanation but this is what I have found. This actually makes a lot of sense because it means that the sum of s2 must be 0. When looking at the sum of s2 as n increases it alternates between positive and negative value going: 1, -1, 2, -2, 3, -3, so it seems only natural that the sum is 0. I can't say why the method used in the video seems wrong except that I can't see what's wrong with my method either. Hopefully someone who understands better can explain this to me..."", 'Σ(-1)^n diverges ;-1,0,1 ,mbeeeeee mbeeeeee mbeeeee', ""It's controversial"", 'Could an induction proof of the increase of all terms in S3 disprove the fallacy of S1 = 1/2?', 'Please also say it is given by great indian  mathematician RAMANUJANA \nKnown as RAMANUJANA PARADOX', ""the fact is that they're using a different definition of limit of infinite sum lol, it goes down to infinity if we don't take the average of the limit of 1-1+1-1+... etc. So I'd say that under the standard definition of summation to infinity, 1+2+3+... is Infinity. But if you sum with a different definition of limit going to infinity, then you get -1/12"", 'Ridiculous, everybody knows the answer is 42.']"
461,NPoj8lk9Fo4,"['i have it every day. Never fails to satisfy', 'why does this have anything to do with pi ?   why not root 2 or any other irrational?', 'pi day', 'Happy pi day!', 'I love to learn mathematics with numberphile', 'This guy talks like math is poetry♥️', 'Pi chart', 'I’m more of a Tau guy…', 'In a circle the numbers as colour dots looked a lot like the cosmic microwave background radiation.', 'Remember when YouTube displayed the dislikes?']"
462,wyl-V0mrEio,"['This review is killing me! xD', 'I wonder if Matt will ever discover the Casio VL-1', '4:22', 'The cred on this calculator goes to 11!', ""You're crazy 😆 🤣 😂"", '""if you try and use this outside of California they cannot guarantee it will give you mathematically accurate answers"" If you use a calculator in California and show them 2+2 is 4 they will say its wrong and assume the calculator is racist or something. And then tell that figuring out the answer to 2+2 using common core math would give you the right answer.', 'Very funny and informative review thank you 🙂👍', '“This is for adjusting where this is…”', 'lol youre hilarious', 'Back to the future']"
463,6aDBGTWsydY,"['Exquisit unboxing', 'I watched this video on my Gaxio fg-82 calculator', 'So funny matt! HAHA', 'Gender only comes into math if you want it to :>', 'I took my GCSEs with an fx-85GT plus, I can’t believe I’m genuinely feeling nostalgic about a calculator!', 'i know its 2021 but if you wanted the exact result you had to click: shift, setup, 1 and 2', 'Please make more of these', 'Ah yes, Casio, the brand I can always trust for non-binary representation in the calculation world.', 'Why does this video exist', 'I dont know if this is troll or not']"
464,1O69uBL22nY,"[""Conclusions: if you rely on your electronic toys and live a cyber life you should blame yourself. Common sense says not to jumps is the areas that you cannot be sure who is controlling what... Use it but remember that knife may cut a slice of bread as well as someone's throat. Do not let the tools and toys to govern your life."", 'Imready', 'Haha, and here is me, discovering that stuff for myself 7 years later 😆', 'The Devil is in the details.', 'I see it the other way.. I think that the formula is part of the problem -- it\'s like an attempt to arrive at or ensure security through obscurity -- it\'s farcical.\nIf the formula would be trivial when the numbers are like, 256 or so, then the ""security"" is only by virtue of the magnitude, and not because the formula itself is anything special, making it a weakness.  And if the numbers themselves cannot be insulated from exploitation, then the numbers only make a weakness into a glaring vulnerability.\nI\'d say that as soon as the issue is found, then the responsible thing is to simply publicly announce it asap.', 'This is very interesting but isn\'t it just a ""random"" (kind of) number generator? What is it\'s role in encryption? Is it used to generate the encryption keys? If that is it\'s role, why couldn\'t a human intervene and modify the end result in a way that is genuinely not predictable?', '1:27 the what is coming in??', 'In this brave new world!', ""This guy is like Max Tegmark's twin."", 'More of him!!!']"
465,ulg_AHBOIQU,"['3:43 it almost sounds as if the guest is correcting the interviewer’s grammar, here!', 'lol', 'Feedback control system, solution are the poles ... Differential equations', 'Ladies and Gentlemen once again Mathematician Jaime Lanister.', 'As a result of reading my emails, the NSA donated 60,000$ to a Nigerian prince.', 'Wrong... These are diversion. Intelligently created.... Hacking is happening daily by cloning the app and backdoor.... These are by design... In fact, google is a partner in nsa hacking business... Separation between nsa and Gmail and others are superficial....', 'Or..... fast forward 7 year where there is now in existence a computational device that COULD find the answer', '2:00 amazing diagrammatic skills', 'how can the ""smart guys"" outsmart the real smart guys ?🤣🤣🤣🤣', 'who is smarter nou ? 😂😂😂😂']"
466,qbkH_0TNdk0,"['I can\'t access the ""more"" video of raw footage.', '""You\'re just being paid to have fun"" *smiles* *video abruptly ended*', 'Just how you bend dimensions using number of prison camps.', ""thats the beauty of a mind of a child\n\n\ni am 13 yers old and i simply played the game and found that's it is easily solved"", 'This explains  how 50 clowns fit in a tiny car. Cloning', ""Ron Graham (of Graham's Number) appears on the Pebbling the Chessboard paper"", 'What about with super-tasks?', 'FREE THE CLOWNS!', 'Why a=2b? What is the link to the stones moving across the board? We are supposed to just accept this assumption or what?', 'You clowns will never be able to escape to Greenland!!! Hahaha hahaha!!']"
467,lFQGSGsXbXE,"['Great video! It also seems to me that you could never have more than 2 clones in the bottom row and also in the leftmost column.', 'Klauwnes', 'The Gaussian integral is an example of how adding up a grid is sometimes easier than adding up a row of that very same grid', 'Alam', 'Clowns make it better 🤡', 'but why should there be a condition while assigning numbers that new+new = old ?', ""Looks like Conway's game of life indeed\nNice game"", '12:24 We need to have *to*', 'What if you played the clones game as a Supertask? Do one move after 30 seconds, then another after 15 seconds, then 7 seconds, and so on so forth. You would still do an infinite number of moves, but at 1 minute, would you have done… all of them?', 'If you can clear the entire 8 by 8 portion of the board when doing 2 clones at the edge, then 3 clones is possible.']"
468,kOClr_bew38,"['This is called a psychological primer. It is used in a lot of advertisements. In this case its set to 10:10 to make it look like as if the watch is smiling at you', 'Feel free to answer the question that you ask at the beginning of the video!', 'You could have at least put some foreboding music on it.', 'Apple: *9:14*', 'What is the tune?', 'Disappointing. No one here from Shane Dawson', '1010, translated FROM binary TO decimal is 10.', 'seeing this time everywhere', 'my mom once told me when I was a kid, that the inventor of the watch died at this time, so to give him tribute the time is set as 10:10 😂😂😂', ""It's obvious why - because at that time, the logo and other markings on an analog clock are best displayed. Digital watches normally show 58:50 because it shows a lot more of the digits""]"
469,yDWPi1pZ0Po,"[""Captain's Mistress? Tf?"", 'I was expecting a tutorial on how to win at connect four \ninstead I got a video telling me that there are ""a bit less than two trillion"" ways I can lose :\'(', 'Died laughing when I read the alternate name of ‘fourplay’', '3:43 the red could have won by putting in the third column!', ""so we gon just skip past CAPTAIN'S MISTRESS????"", 'I remember being the best connect 4 player in my school', '3:04 thank me later 😂😂', 'I’ve actually played a number of perfect games against an AI.', 'Why is it in my recommendation', 'wow! I can’t believe I was recommended this']"
470,bJDiZi9dqOg,"['1729 is also 1728+1, and 1728 is ""that number that keeps popping up randomly when studying elliptic curves"".', 'Hello from 2021', 'This dudes haircut is boss', 'This is a character out of the movie BAD TASTE', ""1729 gave me a feeling of familiarity then I realized it was 12^3+1. It's been useful now and then during my life to know the answer to 12 cubed."", ""Bender. It's not funny. But it is."", '""it may well do one day""\nsad', ""1729 is Bender's unit number, his serial number is 2716057"", 'could you guys please come to LBRY!! 3Blue1Brown is on there aswell as Veritasium and i would love to see my other favorite creators there', 'I just learnt about 1729 a week ago! I also learnt what a gross dozen was..']"
471,cUCSSJwO3GU,"[""Shouldn't the shape be Reuleaux tetrahedron?"", 'what if you rotate the triangle around another constant-width triangle instead of a circle? would the result still be a solid of constant width?', 'I got really excited when he mentioned rotary engines...', 'I feel like Steve Mould is like the Cliff Stoll of solids of constant width but less energetic 😅', ""And why, may I ask, won't you talk about the Wankel engine?"", 'Somebody get these to Taofledermaus!', '1:45 Mazda engineering department intensifies', 'Wait is a sphere just a solid of rotation of the rounded square?', 'The hero with the lathe, made this video what it is', ""I don't think they make 3, 5 and 7 sided coins just because they can. I'm sure they make them because they use less metal than a circular coin. The area of those shapes is less than a circle's so a cylinder with one of those as base is lesser volume than circle based cylinder eg. they are made with less material.""]"
472,K305Vu7hFg0,"['Okay but you know that just because they have eight fingers doesn’t mean that they use base 8', ""its funny how pi went from 3.12 to 3.14 in ten year's pi will be 3.16 and these sheep will be adding more zeros till they get to another number and it never ends PI the number that goes on and on my friend"", 'I sow the video and I was like ""wait, is this Simon sing? I love his books"" and yes', 'But what is the 40,000th digit in octal?', 'U uploaded this video 8 years ago and to world is mining pi network.', ""I couldn't help but notice that the next digit after 40,000 is also 1. Does that mean that the 40,000th decimal place value is 1 as well?"", 'I bet the 100,000 th digit of pi is either 0 or 1 ( in base 2 😂😂😂)', 'Now, this it pi network', 'Pi Network\n🚀🚀🚀', 'F *F*']"
473,WUlaUalgxqI,"['1/7 looks awfully close to this number', 'Genius !!!!!! woah', 'Hi numberphile, thanks for answering this question', 'Thanks!', 'You should do one on 5318008', 'I SAW THAT CODE ON A BUILDER BASE VILLAGE IN CLASH OF CLANS', 'Left beyond not understood', 'Teach Lao development lottery and', 'Everyone is afraid of 666, nobody fears number 37.', 'Thanks Sho.']"
474,_YysNM2JoFo,"[""I first started using OEIS when I didn't knew which number is next in the sequence. OEIS' sequences begin with the letter A."", 'This graph is extremely interesting. I wonder what the biggest outliers are that you see soaring above the popular band; powers of 2? Nice, round numbers? You can definitely see 10.000 floating up there as a satisfying finisher. I feel bad for the bottom outliers, truly the loneliest numbers seems to be somewhere between 8000 and 9000. At least they have each other.\n\nAlso funky to see this line pattern being created along the bottom half of the graph, I wonder if an expansion of this graph, if possible, would see more and more clearly defined gap lines along the bottom end where there is just more and more overlap of the obscure sequences that feature these numbers.', ""With 1600 comments I wish there were a search feature to see if someone else mentioned this, but:\n\nThis reminds me of Goldbach's Comet."", 'What is the smallest integer number that is not at all there?', 'I used this on my test in the fifth grade', ""this was dr. grime's way of calling out the basic numbers"", 'How many terms of each sequence were considered? Was it the same for each or different? The chart only considers sequences of all positive terms. What proportion of these sequences are bounded above versus not? All of the non-bounded sequences contain an infinite amount of large numbers.', 'I get 811 ways for 6 numbers to add to 33 but I get 1729 ways for 39.', 'No uninteresting numbers, right? Because the least value in that set would be interesting, and …', ""Ramanujan was the most wonderfully creative maths genius. It's so sad that he didn't live longer.""]"
475,eaJtjJNrWf0,"['11:33 √2 × (√2)×1.00000000001 = 2\nOr 2.000000000004', 'One of the greatest video on YouTube', 'why does this exist and why am I watching it', 'safety tip cut away or use package opener or scissors', 'You can actually test the accuracy of a calculator by entering √2 *\xa0√2 and if the answer is 2 then yours is accurate!', 'Seriously - what was all that about?', 'Only just seen this , the humour is on point', 'I am old and also been in computer science nearly 50 years. So I have used an HP 9100B and HP-35 calculators. I have owned the HPs 25, 33E,   67 and currently HP-42 from 1994. Love RPN!!!!!!', 'a safe cut is one towards your colleague, not towards yourself', '?']"
476,CfoKor05k1I,"['At this point beginnt possibilytytheory', 'Bias media companies today just add up corona cases, show it to poeple then let poeple draw immediate conclusion that the government is doing nothing or vaccine does nothing. They don\'t try to break down those cases to certain time frames to see if it went low or high. They just count like ""yesterday was 1 million, today it went up to 1 million and 50, oh it went up, vaccine actually made it higher, were doomed!"". WTF!', 'So seriously we have forgotten Everste Galious', 'Don\'t fall for the leftist logical fallacy of ""more or less of this reduces this bad parameter therefore we should do it"". The world isn\'t only made up of one parameter. For example, in the gun banning example, banning guns would mean people can\'t defend themselves anymore. More crimes doesn\'t necessarily mean more deaths. Correlation isn\'t the same thing as causation. I just wanted to point this out. :)', 'mmm burbger', 'Brady: ""Does that mean I\'m good at Maths?"" James: ""Yes... Yes.."" *every nonverbal communication for no*', 'I Like mathematics and science to learn . But I like teacher more than it.', 'Seven years ago and yet... **sigh**', 'It perhaps has more to do with the fact that in political questions, peoples principles are deemed more important than the strict numbers per se. For example a left-leaning person may be inclined to want to ban guns because they hate gun violence, even if evidence shows crime increases. Conversely, a right-leaning person may be inclined to defend guns for reasons of personal freedom and self-defense, even if evidence shows crime decreases. The principles outweigh the statistics in either instance.', 'political passion hinders your ability to think']"
477,ReOQ300AcSU,"['For me somehow this professor reminds me of the mathematician in the Jurassic Park original movie', ""What I'm hearing here is the writers of the simpsons are building a nuke"", 'Reminds me of tom leera.', ""I'm sure someone has mentioned this in the 1100 comments below, but the chalkboard shown in the Simpson's clip also has a representation of the Poincaré conjecture."", 'Fermat\'s Great Theorem 1637 - 2016 !\nI have proved on 09/14/2016 the ONLY POSSIBLE proof of the Great Fermat\'s Last Theorem .\n\nMe opened : - EXIST THE ONLY ONE!!!-POSSIBLE proof of Fermat\'s Great Theorem\nMe! opened : - the GREAT! A GREAT Mystery! of the Fermat\'s Last theorem! (- !!! not ""simple"" - ""mechanical"" proof)\nMe! opened : - Pierre de Fermat - was proved! the Fermat\'s Last theorem!\nMe! opened : - my formula of my Proof is completely and absolutely identical with the words of Pierre de Fermat !\nMe! opened : - the proof of the theorem - The REAL! Proof! - worth a BILLION! , - but do not! a one little-smalest-million\n\n!!!!- NO ONE! and NEVER! (except ME! ...AND!... Pierre de Fermat! - of course!) ................... !', 'Means higher dimensions are virtual.', 'I have proved on 09/14/2016 the ONLY POSSIBLE proof of the Great Fermat\'s Theorem (Fermata!).\r\nI can pronounce the formula for the proof of Fermat\'s great theorem:\r\n1 - Fermath\'s great theorem NEVER! and nobody! NOT! HAS BEEN PROVEN !!! and NEVER!!!!\r\n2 - proven! THE ONLY POSSIBLE proof of Fermat\'s theorem\r\n2A - Me opened : - EXIST THE ONLY POSSIBLE proof of Fermat\'s Great Theorem\r\n\r\n3 - Fermat\'s great theorem is proved universally-proven for all numbers\r\n4 - Fermat\'s great theorem is proven in the requirements of himself! Fermata 1637 y.\r\n5 - Fermat\'s great theorem proved in 2 pages of a notebook\r\n6 - Fermat\'s great theorem is proved in the apparatus of Diophantus arithmetic\r\n7 - the proof of the great Fermat theorem, as well as the formulation, is easy for a student of the 5th grade of the school to understand !!!\r\n8 - Me! opened the GREAT! Mystery! Fermat\'s theorem! (not ""simple"" - ""mechanical"" proof)\r\n\r\n!!!!- NO ONE! and NEVER!\r\n\r\n!!!Аt any university in the world I will give a lecture on how I discovered the secret Mystery! Fermat\'s theorems!', 'Thought this was gonna be about Treehouse of Horror IV.', 'David X. Cohen - the legend of Futurama', 'Darren Arinovsky should do"" Xn + Yn =Zn"" as a sequel to  "" π ""']"
478,qiNcEguuFSA,"['I have a truly marvellous proof of existence of multiverse.. But it is quite large & my keyboard lags', 'why do you guys always write on a  cardboard xD', '0^3 + 0^3 = 0^3\nYou mad Andrew?', '""I have a proof for this, I definitely do, I definitely am not just making this up, it’s definitely all correct, no errors, it\'s definitely just too long to be written here.”\n- Pierre de Fermat', '101 cubed plus 100 cubed equals 676767 cubed, this is a hole number', '💚💚""Great Video!""💚💚 (Jesimiel Millar Fernåndez)💙💙 1M2K100 [1 Chr. 4×36 = Matt. 2(4)×(36)]', 'Thank you about your explain', ""What if fermat's proof was a prank"", 'Also being a human, it is more likely  he just threw in a last problem to mess with people.\n\n4:07', ""Fermat hadn't any solution for that just wanted to show he is the best may be because his ex was there""]"
479,Nu-lW-Ifyec,"['Where is the music?', 'Did he mean for his shirt to match the chairs? Like is that the shirt he always wears in that lecture hall?😂', ""the remander is called mod it's mod ( x , 7 )"", 'I always thought it started with 0', 'whats he playing at 0, the root note?', 'Thi lottry 3up nambr ghep,saudi arb', '🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😄😄😄😄😄😄😄😄😆😆😆😆😆😆😆😆😆😆💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓👍👍👍👍👍👍👍👍👍🙏🙏🙏🙏🙏🙏🙏🙏🙏😅😱🙈🙏', 'I needed this for my coding assignment.', 'Nearly 4k subs', 'Okay, I\'m really, really, really late here, but I\'m struggling to find the ""formula"" for a thing. If anyone would be so kind. \n\nThe fibonacci number is (1+sqr(5))/2, right? which is about 1.618...\n\nSo, I decided to make this sequence: D = A+B+C, E=D+C+B... If you divide the last term for the previous number.\nEx.: E/D = (B+C+D)/D\nYou get a number 1.819....\nSo the sequence goes 0, 1, 1, 2, 4, 7, 13, 24, 44, 81, 149, 274, 504...\n\nI know it follows a proportion, but cannot find the damn formula.']"
480,8UqCyepX3AI,"['shut up and take my money', 'They should have all been prime numbered “primers”', 'Why are his pupils so large', ""he has it too fast, needs more delay between pulses to reduce the calibration problem.  I had the same issue when I computer controlled a Gottlieb pinball machine from the 60's."", 'Another [REDACTED] thinking his [DATA EXPUNGED] is [REDACHTED]. [DATA EXPUNGED]!', ""still haven't fixed seperated?"", 'I wanna make this now. So cool!', ""A timer with a big red button...yeahh that couldn't b a bomb delivered to his office😂😂😂"", 'The more I hear the machine clicking, the number I feel.', 'Warning: contains numbers']"
481,VRzH4xB0GdM,"['Hii🙋🙋🙋🙋🙋👋👋👋👏👏💐💐', 'Alam', '7378=9706', 'Sir please 92,96', '11,49', '🙏Rajendran', ""I'd like to know how they calculated the tables without calculators...."", 'Okay', 'Please rumus angka togel please', 'Number']"
